# Current work path is /home/xhhu/tmp/web/public/work
# Action is figure6 with parameter 8_2_200
Encode	FitModel	FitWin	Model	ScanWin	Total	YKL185W	YLL028W	YMR171C	YMR202W	YNL283C	YOR247W	
SeqBinary-LogVS	MixPoiLin	2	learn_domain_forest.R	30	0.59518969632129	0.619939737681673	0.611003539265239	0.811930823766723	0.359901568234901	0.59086478206378	0.551761621165806	
SeqBinary-LogVS	MixPoiLin	2	learn_domain_forest.R	40	0.592809107598978	0.594918998527246	0.623362438762826	0.849447939337925	0.320788871951219	0.627206031246592	0.578772299139071	
SeqBinary-LogVS	MixPoiLin	2	learn_domain_forest.R	50	0.585240692809366	0.603643657028247	0.636327852180412	0.806608532358435	0.290269177846577	0.579301855133372	0.571242878477792	
SeqBinary-LogVS	MixPoiLin	2	learn_domain_forest.R	60	0.588175871413887	0.584088181643625	0.657415791937709	0.748315813780709	0.254957197763802	0.614064794202624	0.569676431387006	
SeqBinary-LogVS	MixPoiLin	2	learn_domain_forest.R	70	0.600120182878804	0.617358313026274	0.698368185027811	0.735929884048318	0.258919062832801	0.691991606924288	0.582889606610801	
SeqBinary-LogVS	MixPoiLin	2	learn_domain_forest.R	80	0.603818681126732	0.619641038079069	0.709707204962755	0.72039804023006	0.255614177489177	0.718621456809488	0.587966742252457	
SeqBinary-LogVS	MixPoiLin	2	learn_domain_forest.R	90	0.608106498954211	0.618173505961524	0.721465434093671	0.667813771374384	0.248716538320499	0.769649792905607	0.599361299479577	
SeqBinary-LogVS	MixPoiLin	2	learn_domain_forest.R	100	0.606240117840401	0.62116987131565	0.736277837960397	0.601888010823775	0.197252516778523	0.809766468134828	0.598600131752306	
SeqBinary-LogVS	MixPoiLin	2	learn_domain_forest.R	110	0.607607206581084	0.614206359765833	0.741341854249269	0.588626832761481	0.202443591202124	0.837687329421955	0.649733126721763	
SeqBinary-LogVS	MixPoiLin	2	learn_domain_forest.R	120	0.60711300350479	0.642083002560315	0.748098677673316	0.638554840848119	0.18799430941358	0.857193995951217	0.628951162371599	
SeqBinary-LogVS	MixPoiLin	2	learn_domain_forest.R	130	0.609743498830293	0.638803768017251	0.767206257286715	0.606958024845626	0.260662053396152	0.829170050887633	0.672152974504249	
SeqBinary-LogVS	MixPoiLin	2	learn_domain_forest.R	140	0.609437227901863	0.670385432186617	0.776532380682404	0.619243532971117	0.300284772182254	0.824533798560911	0.632500990883868	
SeqBinary-LogVS	MixPoiLin	2	learn_domain_forest.R	150	0.612002580752581	0.695177572018816	0.795987066340085	0.631681980360582	0.367572242572243	0.818287679295095	0.611349437734277	
SeqBinary-LogVS	MixPoiLin	2	learn_domain_forest.R	160	0.615686432082823	0.722922229885464	0.817060533381996	0.673116197369396	0.401339655887231	0.777541116888836	0.625169844400614	
SeqBinary-LogVS	MixPoiLin	2	learn_domain_forest.R	170	0.617725494486425	0.722700092974642	0.837812856449858	0.688811932803507	0.452247042670046	0.762118445972461	0.63967428967429	
SeqBinary-LogVS	MixPoiLin	2	learn_domain_forest.R	180	0.620083395460929	0.755659661705516	0.849588872184417	0.720499983954302	0.470149655469423	0.711528214647897	0.661609756097561	
SeqBinary-LogVS	MixPoiLin	2	learn_domain_forest.R	190	0.624379403314047	0.815100727621119	0.858490972765743	0.72509223107784	0.56082564778217	0.694782593637985	0.675245098039216	
SeqBinary-LogVS	MixPoiLin	2	learn_domain_forest.R	200	0.628978537544718	0.825258745843675	0.850796658571085	0.739739138898803	0.598860327060932	0.697260070831662	0.717500683620454	
SeqBinary-PARS	MixPoiLin	2	learn_domain_forest.R	10	0.639807151979566	0.702687782170343	0.593327677382994	0.663250222705158	0.484126984126984	0.57515384263006	0.661010871206402	
SeqBinary-PARS	MixPoiLin	2	learn_domain_forest.R	20	0.654339625211091	0.726852722655883	0.594257848290495	0.737143728540086	0.498561801446417	0.568972010021673	0.701703009551271	
SeqBinary-PARS	MixPoiLin	2	learn_domain_forest.R	30	0.667000810785273	0.75402339595888	0.603240185205386	0.818862290251451	0.537057891224558	0.62820483064878	0.705465373669232	
SeqBinary-PARS	MixPoiLin	2	learn_domain_forest.R	40	0.673025960310443	0.758639365290513	0.626361841624217	0.880738002246007	0.522442411924119	0.646419726163959	0.720980757293607	
SeqBinary-PARS	MixPoiLin	2	learn_domain_forest.R	50	0.671235608991307	0.769498101764523	0.654832869763395	0.839441431182763	0.507256191950464	0.630431714469413	0.720746446152995	
SeqBinary-PARS	MixPoiLin	2	learn_domain_forest.R	60	0.680884574650344	0.764996159754224	0.688051325645575	0.804905474734697	0.552814902166317	0.663394591010278	0.729645804384199	
SeqBinary-PARS	MixPoiLin	2	learn_domain_forest.R	70	0.688429338429339	0.774133230390619	0.709664531793912	0.795066250895623	0.585951366702165	0.68292692619498	0.752269553072626	
SeqBinary-PARS	MixPoiLin	2	learn_domain_forest.R	80	0.69043432914602	0.753337375697308	0.716810645506864	0.78059097410304	0.610942009379509	0.714576097568783	0.785487528344671	
SeqBinary-PARS	MixPoiLin	2	learn_domain_forest.R	90	0.6854876524794	0.761241557554922	0.703194480979044	0.716838477460667	0.614170792079208	0.713162178278457	0.803461599116859	
SeqBinary-PARS	MixPoiLin	2	learn_domain_forest.R	100	0.682758386215688	0.774540733431018	0.708236761223359	0.66270512386868	0.625734060402684	0.742084422012691	0.83453557312253	
SeqBinary-PARS	MixPoiLin	2	learn_domain_forest.R	110	0.682065075747957	0.773891339501371	0.71512990385468	0.66365800129826	0.610471179370497	0.748529147395774	0.86433367768595	
SeqBinary-PARS	MixPoiLin	2	learn_domain_forest.R	120	0.678298328025885	0.778591932117491	0.696331435195801	0.651445469894244	0.603081597222222	0.743556510146645	0.888835826275004	
SeqBinary-PARS	MixPoiLin	2	learn_domain_forest.R	130	0.671989005106386	0.773409590825321	0.70928567768055	0.630658211239886	0.581443855516294	0.733896633459862	0.864929178470255	
SeqBinary-PARS	MixPoiLin	2	learn_domain_forest.R	140	0.667984500935441	0.779302130356467	0.716491856509638	0.613496226039802	0.582633892885691	0.742654301407369	0.869223147047166	
SeqBinary-PARS	MixPoiLin	2	learn_domain_forest.R	150	0.661514029448812	0.784183901205178	0.710546181460026	0.576873690968604	0.582900895400895	0.741117220736854	0.890264473136193	
SeqBinary-PARS	MixPoiLin	2	learn_domain_forest.R	160	0.656655933227292	0.786880824800609	0.724723989155087	0.562426589632075	0.58122149668325	0.731325903216518	0.902684637300022	
SeqBinary-PARS	MixPoiLin	2	learn_domain_forest.R	170	0.650103650692451	0.791969239370203	0.708735397847207	0.594485759577841	0.58395384452894	0.693310754321009	0.906918456918457	
SeqBinary-PARS	MixPoiLin	2	learn_domain_forest.R	180	0.644232440044462	0.807511943124396	0.721499643931002	0.670137886032755	0.576025516795866	0.677327729936919	0.882243902439024	
SeqBinary-PARS	MixPoiLin	2	learn_domain_forest.R	190	0.645150155468965	0.803901576943991	0.72977163286152	0.620438191733084	0.573328392621871	0.699947185232645	0.88406862745098	
SeqBinary-PARS	MixPoiLin	2	learn_domain_forest.R	200	0.635095126154514	0.814713221962789	0.710302183138061	0.626407319684631	0.57902105734767	0.691411224899248	0.854156412359858	
SeqBinary-PARS2	MixPoiLin	2	learn_domain_forest.R	10	0.638048681541582	0.681047509883272	0.653371685872915	0.645247814552681	0.612163913184321	0.628708638091893	0.609284563893502	
SeqBinary-PARS2	MixPoiLin	2	learn_domain_forest.R	20	0.658183678039864	0.742910044202012	0.65057475767951	0.748280747321508	0.609991370808678	0.596243409828002	0.613566150915223	
SeqBinary-PARS2	MixPoiLin	2	learn_domain_forest.R	30	0.671517585810648	0.777569419827484	0.645140176720847	0.781080359526564	0.635844177510844	0.644346964984759	0.629282175608728	
SeqBinary-PARS2	MixPoiLin	2	learn_domain_forest.R	40	0.671719502161313	0.814025606917193	0.649970143069536	0.774320980292776	0.67114456300813	0.644406454929205	0.639644563193264	
SeqBinary-PARS2	MixPoiLin	2	learn_domain_forest.R	50	0.674822035444478	0.823357847233829	0.673953598078737	0.731068892151868	0.681684296525628	0.644004139942605	0.690919022069805	
SeqBinary-PARS2	MixPoiLin	2	learn_domain_forest.R	60	0.681548764912936	0.820377304147465	0.704321592253105	0.687203196690863	0.686462700908456	0.680425961887621	0.714516632164025	
SeqBinary-PARS2	MixPoiLin	2	learn_domain_forest.R	70	0.682899278588934	0.809308273216397	0.713405720798286	0.6888932618853	0.687921547745829	0.681754597911269	0.774892341713222	
SeqBinary-PARS2	MixPoiLin	2	learn_domain_forest.R	80	0.679571971831075	0.794785350472957	0.723970141259125	0.599251392227869	0.693722943722944	0.705981209686455	0.78578231292517	
SeqBinary-PARS2	MixPoiLin	2	learn_domain_forest.R	90	0.678017075053834	0.785394874795796	0.737461325517017	0.563335474595454	0.685723780711404	0.707448951634998	0.80961993376439	
SeqBinary-PARS2	MixPoiLin	2	learn_domain_forest.R	100	0.675470042617197	0.793778595137705	0.755293621202197	0.500143497022437	0.673366424310216	0.708166312338727	0.841732542819499	
SeqBinary-PARS2	MixPoiLin	2	learn_domain_forest.R	110	0.666096440815017	0.788823586604986	0.771637447272082	0.397009881198933	0.610293420553659	0.733052509437971	0.865470041322314	
SeqBinary-PARS2	MixPoiLin	2	learn_domain_forest.R	120	0.661434016401124	0.776017159890859	0.777664717572422	0.408724609759382	0.567961516203704	0.71844088941556	0.865561362407641	
SeqBinary-PARS2	MixPoiLin	2	learn_domain_forest.R	130	0.65990644085943	0.779622063329928	0.787171857583949	0.418902877135985	0.544967118178249	0.697164713487709	0.8809537299339	
SeqBinary-PARS2	MixPoiLin	2	learn_domain_forest.R	140	0.652966368448586	0.788080399830995	0.799471381816308	0.368057954628728	0.542853217426059	0.673984540643416	0.877715021799445	
SeqBinary-PARS2	MixPoiLin	2	learn_domain_forest.R	150	0.654428271004358	0.79930441898527	0.795825071601674	0.445375895930031	0.520426332926333	0.678689737510299	0.898656809662641	
SeqBinary-PARS2	MixPoiLin	2	learn_domain_forest.R	160	0.64901680956366	0.805626293172051	0.799175226152924	0.439012518121118	0.468672263681592	0.632827453039516	0.883957922419461	
SeqBinary-PARS2	MixPoiLin	2	learn_domain_forest.R	170	0.646839644173492	0.826925881587983	0.805976557890735	0.481323077250434	0.485913075623152	0.626192223037418	0.898059598059598	
SeqBinary-PARS2	MixPoiLin	2	learn_domain_forest.R	180	0.638009181399094	0.820315536719622	0.802826792213958	0.466384262379256	0.467309969853575	0.595369463208374	0.902024390243902	
SeqBinary-PARS2	MixPoiLin	2	learn_domain_forest.R	190	0.636931160703743	0.791299295683472	0.796475995914198	0.583287621137319	0.480497913921827	0.579434275918198	0.897678018575851	
SeqBinary-PARS2	MixPoiLin	2	learn_domain_forest.R	200	0.631504744744986	0.789904061657445	0.802683551736102	0.55616841331127	0.457521281362007	0.596276976220799	0.864615805304895	
SeqBinary-PredSS2	MixPoiLin	2	learn_domain_forest.R	10	0.529504469987229	0.511663430723526	0.636597196407372	0.666475776531281	0.637947440881114	0.594206660660569	0.640941919573205	
SeqBinary-PredSS2	MixPoiLin	2	learn_domain_forest.R	20	0.54689166409423	0.514344493557792	0.737064184790471	0.705090365298152	0.679230358316897	0.632076269232543	0.694230620703859	
SeqBinary-PredSS2	MixPoiLin	2	learn_domain_forest.R	30	0.53031110074769	0.47874276261373	0.740998812164406	0.708314793390881	0.704517017017017	0.624286311098733	0.701446716559502	
SeqBinary-PredSS2	MixPoiLin	2	learn_domain_forest.R	40	0.529499306169565	0.477045227801796	0.761775207779863	0.759374099360981	0.696646341463414	0.682545678281593	0.691293552478882	
SeqBinary-PredSS2	MixPoiLin	2	learn_domain_forest.R	50	0.497702927524669	0.427366825051933	0.776731341820543	0.714852216994796	0.685178018575851	0.660187551945303	0.651722993528403	
SeqBinary-PredSS2	MixPoiLin	2	learn_domain_forest.R	60	0.480885353393764	0.383676555299539	0.766174785629805	0.747803781010612	0.65632643256464	0.68715562291795	0.666839179876925	
SeqBinary-PredSS2	MixPoiLin	2	learn_domain_forest.R	70	0.475284296836021	0.370812121504572	0.795047570085354	0.741863703793406	0.691393769968051	0.68290705622407	0.64440031424581	
SeqBinary-PredSS2	MixPoiLin	2	learn_domain_forest.R	80	0.466987993208665	0.356363085132185	0.780179501233215	0.661265126847428	0.689675775613276	0.67909217497079	0.66421768707483	
SeqBinary-PredSS2	MixPoiLin	2	learn_domain_forest.R	90	0.463471562871413	0.368097920171653	0.763168113436799	0.673064961814159	0.609300513384672	0.672009218520846	0.623332281974452	
SeqBinary-PredSS2	MixPoiLin	2	learn_domain_forest.R	100	0.485332294528909	0.389263927514129	0.754997606691187	0.602149380400357	0.687872856077554	0.738566838150571	0.63961627140975	
SeqBinary-PredSS2	MixPoiLin	2	learn_domain_forest.R	110	0.494827787838894	0.432660324640766	0.761847155542607	0.64328253634612	0.691126279863481	0.712615829642583	0.581224173553719	
SeqBinary-PredSS2	MixPoiLin	2	learn_domain_forest.R	120	0.512859530661378	0.464288342945466	0.741482267064129	0.587106263530241	0.738413869598766	0.719514804391119	0.580230672193188	
SeqBinary-PredSS2	MixPoiLin	2	learn_domain_forest.R	130	0.537317287671328	0.455865503618312	0.76947234571381	0.643549613153812	0.798144876325088	0.767640769779045	0.57957507082153	
SeqBinary-PredSS2	MixPoiLin	2	learn_domain_forest.R	140	0.532028089837827	0.520953323400565	0.725877164725286	0.698161699276614	0.738546662669864	0.747341357952553	0.56491280221958	
SeqBinary-PredSS2	MixPoiLin	2	learn_domain_forest.R	150	0.548138184279489	0.528369748091516	0.749390899783575	0.746645195920558	0.757745726495726	0.713703778439187	0.541451478550604	
SeqBinary-PredSS2	MixPoiLin	2	learn_domain_forest.R	160	0.54100183078114	0.517669667120566	0.710108774994134	0.701575611356253	0.844112769485904	0.660974101864869	0.534801665570896	
SeqBinary-PredSS2	MixPoiLin	2	learn_domain_forest.R	170	0.553842903652956	0.554722868723452	0.712018014238328	0.774871532986499	0.796604351499789	0.717607364056715	0.528620928620929	
SeqBinary-PredSS2	MixPoiLin	2	learn_domain_forest.R	180	0.562917049546035	0.577957882462102	0.703641794587751	0.776863172983323	0.817035422049957	0.712765774592207	0.581573170731707	
SeqBinary-PredSS2	MixPoiLin	2	learn_domain_forest.R	190	0.562631853426221	0.602545055542609	0.712872928909701	0.7532509438224	0.800930500658761	0.682535628322568	0.540841073271414	
SeqBinary-PredSS2	MixPoiLin	2	learn_domain_forest.R	200	0.574170147218809	0.639513684928849	0.695094611545544	0.78583865978824	0.779443884408602	0.702162459219456	0.564068908941756	
SeqBinary-PredSS3	MixPoiLin	2	learn_domain_forest.R	10	0.53997385620915	0.617686963437741	0.67195238209442	0.452717981850753	0.440374959507613	0.560376551787323	0.489455936383311	
SeqBinary-PredSS3	MixPoiLin	2	learn_domain_forest.R	20	0.54207757561451	0.662223737421236	0.632977889762261	0.400234152868373	0.33079594017094	0.584673142839576	0.479146821821178	
SeqBinary-PredSS3	MixPoiLin	2	learn_domain_forest.R	30	0.549604056364817	0.692148174406239	0.598847920681672	0.387840764142268	0.2665999332666	0.621400609633446	0.50098160640877	
SeqBinary-PredSS3	MixPoiLin	2	learn_domain_forest.R	40	0.544259243909028	0.677558316309563	0.575917338955373	0.38518529560836	0.233019986449864	0.615134192121373	0.531765309151755	
SeqBinary-PredSS3	MixPoiLin	2	learn_domain_forest.R	50	0.544602076820078	0.675810033189274	0.574795069412961	0.453083016191703	0.252977726178191	0.611833335946933	0.512466120913767	
SeqBinary-PredSS3	MixPoiLin	2	learn_domain_forest.R	60	0.551648054698938	0.698829925115207	0.580883168243643	0.450227402789073	0.248864430468204	0.614131893462164	0.515589995179083	
SeqBinary-PredSS3	MixPoiLin	2	learn_domain_forest.R	70	0.548709367674885	0.687138996791082	0.576694374589646	0.448391914666021	0.277145456159034	0.616211511866347	0.492674871973929	
SeqBinary-PredSS3	MixPoiLin	2	learn_domain_forest.R	80	0.542022261123416	0.659627698277953	0.56859756097561	0.413032672976071	0.287664592352092	0.63780630291778	0.480393046107332	
SeqBinary-PredSS3	MixPoiLin	2	learn_domain_forest.R	90	0.542071811389141	0.654750932631117	0.55715524908246	0.397300990078819	0.311881188118812	0.65297184483231	0.478954423592493	
