# Current work path is /home/xhhu/tmp/web/public/work
# Action is figure3 with parameter 8_100_20
Encode	FitModel	FitWin	Model	ScanWin	Total	YKL185W	YLL028W	YMR171C	YMR202W	YNL283C	YOR247W	
ProbVS	MPLComOpp	4	learn_domain_forest.R	100	0.645469075906455	0.65238404952005	0.553364488335769	0.688924079825344	0.677328020134228	0.595591457180415	0.898904808959157	
ProbVS	MPLComOpp	6	learn_domain_forest.R	100	0.654046585626814	0.592965969917168	0.703026590920542	0.572860613142277	0.711793903803132	0.698205910514614	0.857427536231884	
ProbVS	MPLComOpp	8	learn_domain_forest.R	100	0.711713994530711	0.613183168366177	0.66386292638686	0.808395600791284	0.716815809097688	0.760163261331732	0.834263833992095	
ProbVS	MPLComOpp	10	learn_domain_forest.R	100	0.657916050183757	0.586378497453226	0.579388572580239	0.729251868023738	0.78997716256525	0.635258605300313	0.83695652173913	
ProbVS	MPLComOpp	12	learn_domain_forest.R	100	0.675971421408874	0.603637750067283	0.716389756638283	0.62571364144194	0.602395600298285	0.395239293075188	0.869227602108037	
ProbVS	MPLComOpp	14	learn_domain_forest.R	100	0.672678132839164	0.605210171147195	0.607913034715574	0.821638326004735	0.62065389634601	0.715221766013729	0.745207509881423	
ProbVS	MPLComOpp	16	learn_domain_forest.R	100	0.622570729637221	0.543325060056019	0.579632627097294	0.339954695940059	0.617671047725578	0.610457001898765	0.801622200263505	
ProbVS	MPLComOpp	18	learn_domain_forest.R	100	0.673517450767388	0.580284431286943	0.588272157001058	0.811947152096594	0.638131524981357	0.621886106558042	0.806686429512516	
ProbVS	MPLComOpp	20	learn_domain_forest.R	100	0.685554556074958	0.582142180756158	0.625144858164962	0.788690384674518	0.657857941834452	0.610022882552459	0.851638669301713	
# Start  at: Tue Nov 12 04:34:51 2013
# Finish at: Tue Nov 12 05:18:44 2013
# Total Time: 001 day 00:43:53
